,出发地,目的地,价格,节省,路线名,酒店,房间,去程航司,去程方式,去程时间,回程航司,回程方式,回程时间,酒店评分,酒店等级,天数
3646,天津,深圳,1524,402,天津-深圳3天2晚 | 入住深圳东方山水酒店机场店 + 海南航空往返机票,深圳东方山水酒店机场店 高档型 4.1分/5分,特惠商务客房[无早] 大/双床 不含早 1间2晚,海南航空 HU7304,直飞,11:00-14:10,海南航空 HU7303,直飞,06:30-09:40,4.1,高档型,3
3647,大连,天津,964,328,大连-天津3天2晚 | 入住天津瑞丽酒店 + 天津航空/南方航空往返机票,天津瑞丽酒店 舒适型 4.5分/5分,普通大床房（无窗）(限... 大床 不含早 1间2晚,天津航空 GS7822,直飞,11:20-12:25,南方航空 CZ6580,直飞,16:45-17:50,4.5,舒适型,3
3648,青岛,丽江,2401,554,青岛-丽江3天2晚 | 入住Q居丽江你在哪里连锁客栈古韵轩店 + 青岛航往返机票,Q居丽江你在哪里连锁客栈古韵轩店 经济型 4.9分/5分,一楼豪华古典特惠大床房... 大床 不含早 1间2晚,青岛航 QW9834,经停,06:35-12:00,青岛航 QW9833,经停,12:45-18:25,4.9,经济型,3
3649,杭州,西宁,2668,678,杭州-西宁3天2晚 | 入住西宁豪龙宾馆 + 长龙航空往返机票,西宁豪龙宾馆 4.2分/5分,高级标准间 双床 双床 不含早 1间2晚,长龙航空 GJ8941,经停,15:00-20:00,长龙航空 GJ8942,经停,11:40-16:20,4.2,无,3
3650,哈尔滨,南京,1129,330,哈尔滨-南京3天2晚 | 入住南京远东假日酒店 + 吉祥航空/厦门航空往返机票,南京远东假日酒店 舒适型 3.8分/5分,标准间B[含早](双床) 双床 双早 1间2晚,吉祥航空 HO1651,直飞,17:10-20:00,厦门航空 MF8067,直飞,19:40-22:25,3.8,舒适型,3
3651,杭州,丽江,2864,718,杭州-丽江3天2晚 | 入住Q居丽江古城大水车忆梦尘风客栈 + 长龙航空/首都航...,Q居丽江古城大水车忆梦尘风客栈 经济型 4.8分/5分,精品标准间[无早](双... 双床 不含早 1间2晚,长龙航空 GJ8869,经停,08:50-13:35,首都航空 JD5192,直飞,13:00-16:15,4.8,经济型,3
3652,广州,黄山,1901,498,广州-黄山3天2晚 | 入住黄山汤口驿安君莱酒店 + 南方航空往返机票,黄山汤口驿安君莱酒店 高档型 4.3分/5分,标准房(限时特惠)[双... 双床 双早 1间2晚,南方航空 CZ3627,直飞,19:20-21:15,南方航空 CZ3628,直飞,22:05-23:50,4.3,高档型,3
3653,南京,成都,1807,544,南京-成都3天2晚 | 入住布丁酒店成都天府广场北骡马市地铁站店 + 东方航空/...,布丁酒店成都天府广场北骡马市地铁站店 经济型 4.0分/5分,特惠抢购大床房-预付 大床 不含早 1间2晚,东方航空 MU2880,直飞,21:55-00:35,西藏航空 TV9839,直飞,06:30-08:55,4,经济型,3
3654,武汉,沈阳,1679,422,武汉-沈阳3天2晚 | 入住沈阳东佳瑞士酒店 + 东方航空往返机票,沈阳东佳瑞士酒店 高档型 4.0分/5分,豪华标准间(内宾)(双... 双床 不含早 1间2晚,东方航空 MU2545,经停,07:55-11:55,东方航空 MU2546,经停,12:50-17:25,4,高档型,3
3655,西安,三亚,1614,438,西安-三亚3天2晚 | 入住三亚湾盛海温泉鱼疗精品酒店 + 首都航空/四川航空往...,三亚湾盛海温泉鱼疗精品酒店 舒适型 0.0分/5分,梦幻双标间(双床) 双床 不含早 1间2晚,首都航空 JD5513,经停,12:50-17:55,四川航空 3U8512,经停,12:35-17:05,0,舒适型,3
3656,成都,鼓浪屿,2070,546,成都-鼓浪屿3天2晚 | 入住厦门湾仔大酒店 + 四川航空/山东航空往返机票,厦门湾仔大酒店 舒适型 3.7分/5分,精品大床房-即时确认(... 大床 不含早 1间2晚,四川航空 3U8869,直飞,08:00-10:40,山东航空 SC4763,经停,06:15-10:15,3.7,舒适型,3
3657,重庆,哈尔滨,2030,552,重庆-哈尔滨3天2晚 | 入住亚布力青云映山公寓酒店 + 南方航空往返机票,亚布力青云映山公寓酒店 舒适型 4.7分/5分,标准间-含早（预付） 双床 五早 1间2晚,南方航空 CZ8143,经停,11:50-17:20,南方航空 CZ8144,经停,18:15-00:15,4.7,舒适型,3
3658,成都,三亚,2309,622,成都-三亚3天2晚 | 入住三亚银泰阳光度假酒店 + 祥鹏航空/成都航空往返机票,三亚银泰阳光度假酒店 4.5分/5分,标准大床房-大床，含早餐 大床 双早 1间2晚,祥鹏航空 8L9607,直飞,08:00-10:35,成都航空 EU2208,直飞,23:20-01:55,4.5,无,3
3659,天津,桂林,1857,480,天津-桂林3天2晚 | 入住桂林乐满地度假酒店 + 奥凯航空往返机票,桂林乐满地度假酒店 豪华型 4.3分/5分,乐满地标准间(双床) 双床 双早 1间2晚,奥凯航空 BK2917,直飞,10:30-13:20,奥凯航空 BK2820,直飞,11:35-14:30,4.3,豪华型,3
3660,沈阳,九寨沟,1733,474,沈阳-九寨沟3天2晚 | 入住九顶山国际大酒店 + 西藏航空/成都航空往返机票,九顶山国际大酒店 高档型 3.9分/5分,特惠房[双早](双床) 双床 双早 1间2晚,西藏航空 TV9880,直飞,21:10-00:55,成都航空 EU2765,经停,13:35-19:10,3.9,高档型,3
3661,宁波,哈尔滨,2734,664,宁波-哈尔滨3天2晚 | 入住哈尔滨波斯特酒店 + 南方航空/东方航空往返机票,哈尔滨波斯特酒店 4.2分/5分,欧陆风情房（无窗）[无... 大床 不含早 1间2晚,南方航空 CZ6212,直飞,13:25-16:35,东方航空 MU5647,直飞,06:50-09:55,4.2,无,3
3662,上海,神农架,2062,476,上海-神农架3天2晚 | 入住神农架香溪源精品酒店 + 东方航空/吉祥航空往返机票,神农架香溪源精品酒店 舒适型 3.9分/5分,主楼标准套房(大床) 大床 不含早 1间2晚,东方航空 MU2512,直飞,20:00-21:55,吉祥航空 HO1074,直飞,19:20-21:05,3.9,舒适型,3
3663,南京,苏州,2783,890,南京-苏州3天2晚 | 入住太仓太阳城酒店 + 东方航空往返机票,太仓太阳城酒店 0.0分/5分,豪华标准间(双床) 双床 双早 1间2晚,东方航空 MU2881,直飞,07:35-08:30,东方航空 MU2882,直飞,22:50-23:55,0,无,3
3664,北京,长沙,1258,348,北京-长沙3天2晚 | 入住长沙汇客大酒店 + 海南航空/南方航空往返机票,长沙汇客大酒店 舒适型 4.0分/5分,精品双床房(限量售卖)... 双床 不含早 1间2晚,海南航空 HU7135,直飞,17:45-20:30,南方航空 CZ3855,直飞,22:55-01:10,4,舒适型,3
3665,上海,青岛,830,350,上海-青岛3天2晚 | 入住青岛影都海岸海景度假公寓万达东方影都店 + 春秋航空...,青岛影都海岸海景度假公寓万达东方影都店 舒适型 0.0分/5分,影都园景大床房 大床 不含早 1间2晚,春秋航空 9C8853,直飞,19:50-21:35,吉祥航空 HO1242,直飞,23:05-00:35,0,舒适型,3
3666,重庆,长春,1837,472,重庆-长春3天2晚 | 入住长春赛斯酒店 + 华夏航空/四川航空往返机票,长春赛斯酒店 4.4分/5分,浪漫大床房 大床 不含早 1间2晚,华夏航空 G54767,经停,14:20-19:05,四川航空 3U8864,经停,19:50-01:20,4.4,无,3
3667,北京,神农架,1722,492,北京-神农架3天2晚 | 入住神农架凯旋大酒店 + 中国国航/东方航空往返机票,神农架凯旋大酒店 3.9分/5分,普通双床房 双床 不含早 1间2晚,中国国航 CA8208,直飞,15:40-18:05,东方航空 MU2459,直飞,19:25-21:30,3.9,无,3
3668,上海,长沙,1117,352,上海-长沙3天2晚 | 入住长沙才子家郡酒店 + 南方航空/吉祥航空往返机票,长沙才子家郡酒店 舒适型 4.2分/5分,标准双人间(内宾)(双... 双床 不含早 1间2晚,南方航空 CZ3970,直飞,21:20-23:20,吉祥航空 HO1072,直飞,21:25-23:20,4.2,舒适型,3
3669,广州,九寨沟,1677,414,广州-九寨沟3天2晚 | 入住九寨沟满江红度假酒店 + 南方航空/首都航空往返机票,九寨沟满江红度假酒店 舒适型 3.8分/5分,普通标准间(双床) 双床 不含早 1间2晚,南方航空 CZ3377,直飞,21:15-23:40,首都航空 JD5162,直飞,20:20-22:45,3.8,舒适型,3
3670,北京,杭州,1204,376,北京-杭州3天2晚 | 入住杭州吉恒精品酒店 + 海南航空/南方航空往返机票,杭州吉恒精品酒店 舒适型 3.9分/5分,豪华双床房(不含早星宿... 双床 不含早 1间2晚,海南航空 HU7677,直飞,22:25-00:45,南方航空 CZ6164,直飞,22:15-00:35,3.9,舒适型,3
3671,济南,珠海,1815,442,济南-珠海3天2晚 | 入住珠海南濠假日酒店 + 山东航空往返机票,珠海南濠假日酒店 舒适型 4.2分/5分,标准双人房(预付)(双... 双床 不含早 1间2晚,山东航空 SC4805,经停,13:05-18:00,山东航空 SC4806,经停,18:45-23:30,4.2,舒适型,3
3672,成都,桂林,1429,370,成都-桂林3天2晚 | 入住桂林唯美四季酒店 + 中国国航/山东航空往返机票,桂林唯美四季酒店 舒适型 4.1分/5分,豪华双人房(双床) 双床 不含早 1间2晚,中国国航 CA4323,直飞,07:35-09:15,山东航空 SC4763,直飞,08:35-10:15,4.1,舒适型,3
3673,深圳,三亚,1644,404,深圳-三亚3天2晚 | 入住三亚亚龙湾华宇度假酒店 + 海南航空/深圳航空往返机票,三亚亚龙湾华宇度假酒店 豪华型 4.4分/5分,高级房（赠摄影拍摄服务... 大/双床 双早 1间2晚,海南航空 HU7750,直飞,21:20-22:35,深圳航空 ZH9322,直飞,23:35-01:05,4.4,豪华型,3
3674,厦门,重庆,1477,384,厦门-重庆3天2晚 | 入住重庆布宫酒店 + 西藏航空/西部航空往返机票,重庆布宫酒店 舒适型 4.1分/5分,豪华双床房 双床 不含早 1间2晚,西藏航空 TV9870,直飞,22:10-00:45,西部航空 PN6291,直飞,06:20-08:45,4.1,舒适型,3
3675,厦门,营口,2099,618,厦门-营口3天2晚 | 入住营口华夏大酒店 + 深圳航空/海南航空往返机票,营口华夏大酒店 4.1分/5分,标准间(不含早-预付)... 双床 不含早 1间2晚,深圳航空 ZH9704,经停,17:20-22:10,海南航空 HU7048,直飞,14:15-17:45,4.1,无,3
3676,沈阳,桂林,2495,634,沈阳-桂林3天2晚 | 入住Q居桂林龙脊千里缘.民族风情酒店 + 南方航空/深圳...,Q居桂林龙脊千里缘.民族风情酒店 舒适型 0.0分/5分,大森林背景标间(双床) 双床 不含早 1间2晚,南方航空 CZ6362,直飞,15:45-19:30,深圳航空 ZH9720,经停,15:20-20:25,0,舒适型,3
3677,青岛,武汉,1333,338,青岛-武汉3天2晚 | 入住武汉长航大酒店 + 祥鹏航空往返机票,武汉长航大酒店 3.3分/5分,豪华标房(预付)(双床) 双床 不含早 1间2晚,祥鹏航空 8L9870,直飞,20:20-22:25,祥鹏航空 8L9869,直飞,17:30-19:30,3.3,无,3
3678,南京,西宁,2119,476,南京-西宁3天2晚 | 入住西宁华辰大酒店 + 海南航空/东方航空往返机票,西宁华辰大酒店 4.1分/5分,标准间[含早](双床) 双床 双早 1间2晚,海南航空 HU7592,经停,16:55-21:20,东方航空 MU2760,经停,12:50-17:10,4.1,无,3
3679,哈尔滨,南京,1161,330,哈尔滨-南京3天2晚 | 入住全季酒店南京虹桥中山北路店 + 吉祥航空/厦门航空...,全季酒店南京虹桥中山北路店 舒适型 4.2分/5分,大床房(连住14晚及以... 大床 不含早 1间2晚,吉祥航空 HO1651,直飞,17:10-20:00,厦门航空 MF8067,直飞,19:40-22:25,4.2,舒适型,3
3680,天津,哈尔滨,1261,356,天津-哈尔滨3天2晚 | 入住哈尔滨雅悦精品酒店 + 奥凯航空/福州往返机票,哈尔滨雅悦精品酒店 高档型 4.6分/5分,雅悦双床房(限时特惠)... 双床 不含早 1间2晚,奥凯航空 BK2918,直飞,21:10-23:25,福州 FU6556,直飞,11:35-13:45,4.6,高档型,3
3681,北京,厦门,1918,508,北京-厦门3天2晚 | 入住宜尚酒店厦门机场高科技园店 + 联合航空/首都航空往...,宜尚酒店厦门机场高科技园店 舒适型 4.5分/5分,商务大床房 大床 双早 1间2晚,联合航空 KN5927,直飞,16:55-19:45,首都航空 JD5376,直飞,22:15-01:15,4.5,舒适型,3
3682,大连,湘西,2092,530,大连-湘西3天2晚 | 入住吉首湘西明珠度假村 + 吉祥航空/东方航空往返机票,吉首湘西明珠度假村 舒适型 0.0分/5分,标准双人间(冬季特惠)... 双床 双早 1间2晚,吉祥航空 HO1657,经停,10:15-14:45,东方航空 MU4032,经停,15:40-19:55,0,舒适型,3
3683,天津,西双版纳,3107,826,天津-西双版纳3天2晚 | 入住西双版纳艾菲尔精品酒店泼水广场店 + 东方航空往...,西双版纳艾菲尔精品酒店泼水广场店 舒适型 4.6分/5分,温馨大床房(含双早-预... 大床 双早 1间2晚,东方航空 MU5748,经停,14:15-20:00,东方航空 MU5747,经停,07:30-12:55,4.6,舒适型,3
3684,深圳,呼和浩特,2037,604,深圳-呼和浩特3天2晚 | 入住呼和浩特金太阳大饭店 + 东方航空/深圳航空往返...,呼和浩特金太阳大饭店 舒适型 4.4分/5分,高级标准间(乐享旅程)... 双床 不含早 1间2晚,东方航空 MU2877,经停,11:05-17:00,深圳航空 ZH9128,经停,13:55-18:40,4.4,舒适型,3
3685,武汉,哈尔滨,2448,596,武汉-哈尔滨3天2晚 | 入住哈尔滨五常市泓霖商务宾馆 + 南方航空往返机票,哈尔滨五常市泓霖商务宾馆 经济型 0.0分/5分,大床房 大床 不含早 1间2晚,南方航空 CZ3631,经停,07:45-12:50,南方航空 CZ6263,经停,08:55-14:00,0,经济型,3
3686,重庆,长春,1848,482,重庆-长春3天2晚 | 入住长春大华饭店 + 山东航空/四川航空往返机票,长春大华饭店 0.0分/5分,三星级温馨大床房-不含... 大床 不含早 1间2晚,山东航空 SC4767,经停,14:20-19:05,四川航空 3U8864,经停,19:50-01:20,0,无,3
3687,武汉,厦门,1045,332,武汉-厦门3天2晚 | 入住厦门鑫博雅大酒店 + 厦门航空/中国国航往返机票,厦门鑫博雅大酒店 舒适型 3.6分/5分,迷你双床房(无窗) 双床 双早 1间2晚,厦门航空 MF8242,直飞,22:10-23:40,中国国航 CA8228,直飞,22:20-00:10,3.6,舒适型,3
3688,武汉,桂林,1002,328,武汉-桂林3天2晚 | 入住阳朔苏碧青年旅舍 + 山东航空/南方航空往返机票,阳朔苏碧青年旅舍 经济型 4.6分/5分,普通标准间-【预付】 双床 不含早 1间2晚,山东航空 SC8731,直飞,09:55-11:25,南方航空 CZ3263,直飞,08:30-10:00,4.6,经济型,3
3689,济南,三亚,1614,464,济南-三亚3天2晚 | 入住三亚椰子岛主题酒店 + 西部航空往返机票,三亚椰子岛主题酒店 舒适型 4.0分/5分,高级大床房-预付 大床 不含早 1间2晚,西部航空 PN6364,直飞,10:10-13:50,西部航空 PN6363,直飞,14:45-18:25,4,舒适型,3
3690,西安,大连,1209,310,西安-大连3天2晚 | 入住大连港湾壹号信和居公寓 + 中国国航/南方航空往返机票,大连港湾壹号信和居公寓 舒适型 4.5分/5分,豪华间(特惠)(双人入... 大/双床 不含早 1间2晚,中国国航 CA8926,直飞,22:05-00:25,南方航空 CZ6433,直飞,07:10-09:40,4.5,舒适型,3
3691,哈尔滨,青岛,1192,356,哈尔滨-青岛3天2晚 | 入住青岛市城阳宾馆 + 青岛航/福州往返机票,青岛市城阳宾馆 3.7分/5分,普通标准间(双床) 双床 不含早 1间2晚,青岛航 QW9784,直飞,22:45-00:50,福州 FU6658,直飞,22:20-00:20,3.7,无,3
3692,宁波,大连,1376,392,宁波-大连3天2晚 | 入住大连白云山庄酒店 + 南方航空/海南航空往返机票,大连白云山庄酒店 舒适型 3.3分/5分,豪华标准间(双床) 双床 单早 1间2晚,南方航空 CZ6326,直飞,17:55-20:05,海南航空 HU7718,直飞,07:00-09:00,3.3,舒适型,3
3693,厦门,北京,1540,352,厦门-北京3天2晚 | 入住北京宁夏大厦 + 联合航空/山东航空往返机票,北京宁夏大厦 4.1分/5分,标准间(双床) 双床 不含早 1间2晚,联合航空 KN5926,直飞,11:25-14:10,山东航空 SC1152,经停,19:20-23:25,4.1,无,3
3694,广州,西双版纳,3138,774,广州-西双版纳3天2晚 | 入住西双版纳腾云大酒店 + 东方航空往返机票,西双版纳腾云大酒店 豪华型 3.6分/5分,豪华标间[双早](双床) 双床 双早 1间2晚,东方航空 MU5734,经停,17:40-23:00,东方航空 MU5741,经停,10:15-15:10,3.6,豪华型,3
3695,沈阳,珠海,2458,674,沈阳-珠海3天2晚 | 入住珠海金茂酒店 + 深圳航空/春秋航空往返机票,珠海金茂酒店 3.7分/5分,标准双人房(双床)[无... 双床 不含早 1间2晚,深圳航空 ZH9715,经停,08:45-14:30,春秋航空 9C8750,直飞,19:15-23:00,3.7,无,3
3696,南京,九寨沟,1998,560,南京-九寨沟3天2晚 | 入住汶川福临国际大酒店 + 东方航空/西藏航空往返机票,汶川福临国际大酒店 舒适型 4.4分/5分,豪华标间(双床)(特惠... 双床 双早 1间2晚,东方航空 MU2880,直飞,21:55-00:35,西藏航空 TV9839,直飞,06:30-08:55,4.4,舒适型,3
3697,重庆,沈阳,1852,520,重庆-沈阳3天2晚 | 入住沈阳星城大酒店 + 深圳航空/山东航空往返机票,沈阳星城大酒店 舒适型 4.1分/5分,日式房(大床) 大床 不含早 1间2晚,深圳航空 ZH9729,经停,10:50-16:10,山东航空 SC4716,经停,13:45-18:45,4.1,舒适型,3
3698,大连,上海,1408,336,大连-上海3天2晚 | 入住上海佳友唯景大酒店 + 春秋航空/吉祥航空往返机票,上海佳友唯景大酒店 豪华型 4.1分/5分,家庭套房 其他 不含早 1间2晚,春秋航空 9C8978,直飞,16:05-17:55,吉祥航空 HO1161,直飞,07:20-09:30,4.1,豪华型,3
3699,杭州,三亚,1571,400,杭州-三亚3天2晚 | 入住三亚美度酒店 + 南方航空/海南航空往返机票,三亚美度酒店 舒适型 4.3分/5分,豪华双标房(预付促销)... 双床 不含早 1间2晚,南方航空 CZ6630,直飞,20:45-23:40,海南航空 HU7284,直飞,20:45-23:35,4.3,舒适型,3
3700,天津,哈尔滨,1188,356,天津-哈尔滨3天2晚 | 入住哈尔滨华谊东方商务酒店中央大街店 + 奥凯航空/福...,哈尔滨华谊东方商务酒店中央大街店 舒适型 4.4分/5分,精品大床房(特惠专享)... 大床 不含早 1间2晚,奥凯航空 BK2918,直飞,21:10-23:25,福州 FU6556,直飞,11:35-13:45,4.4,舒适型,3
3701,济南,三亚,1599,458,济南-三亚3天2晚 | 入住三亚克拉尔酒店·海岸精选 + 西部航空往返机票,三亚克拉尔酒店·海岸精选 舒适型 4.8分/5分,琉璃湖畔大床房(预付) 大床 不含早 1间2晚,西部航空 PN6364,直飞,10:10-13:50,西部航空 PN6363,直飞,14:45-18:25,4.8,舒适型,3
3702,南京,九寨沟,1804,554,南京-九寨沟3天2晚 | 入住九寨沟悠游度假连锁酒店 + 东方航空/西藏航空往返...,九寨沟悠游度假连锁酒店 高档型 3.8分/5分,精品双床房-含双早（预... 双床 双早 1间2晚,东方航空 MU2880,直飞,21:55-00:35,西藏航空 TV9839,直飞,06:30-08:55,3.8,高档型,3
3703,重庆,沈阳,1826,514,重庆-沈阳3天2晚 | 入住沈阳1995青年旅舍 + 深圳航空/山东航空往返机票,沈阳1995青年旅舍 经济型 0.0分/5分,大床房 大床 不含早 1间2晚,深圳航空 ZH9729,经停,10:50-16:10,山东航空 SC4716,经停,13:45-18:45,0,经济型,3
